geneSymbol	pagerank_score
PLG	0.0001799990321023883
CSF2RB	0.0001797088938166564
TBK1	0.00017946695252649313
ADORA3	0.00017944786208924193
PPARG	0.00017941349587012178
THBS1	0.00017916400391201684
FYB	0.00017874411820497613
S100A9	0.0001787107554203574
MRAP	0.0001785412367851833
PIK3R1	0.00017845523145995515
DOCK2	0.00017840854857100968
CISH	0.0001781905221641111
CD81	0.00017809475663174796
TNFSF9	0.00017805553099779086
C1QA	0.00017795353547380292
FOXO3	0.00017759134097699862
ALK	0.00017732427684197073
BIRC3	0.00017731212330833145
AIRE	0.0001772528484032344
KLRG1	0.0001769783070399693
C4B	0.0001765798283431872
ELANE	0.00017650409778760816
NCR3	0.00017627465736104776
RNASEL	0.00017612737391802219
BACE1	0.0001759489620855974
CSF3R	0.00017577942983014656
S100B	0.00017557804749785766
CSF2RA	0.00017557491449904592
S1PR4	0.00017541345140091843
CFLAR	0.00017533317145192347
LTBR	0.00017505942646849906
NELFCD	0.00017485988011147914
MMP12	0.00017447756219321557
TYK2	0.00017422322440329875
TREM1	0.00017397615753567803
F3	0.00017394676689797098
IL23A	0.00017384660273478208
SLAMF7	0.00017362233368314759
ENG	0.00017356478007013684
APOA1	0.00017352539935010269
AGT	0.0001733039734565744
TNFSF8	0.00017316237637918634
CD180	0.00017311627029276423
CCL13	0.00017271446876582428
LOX	0.00017230062286049347
HLA-DQA1	0.00017229891470903493
HSPA4	0.0001719045201438057
MMP7	0.00017188624307167236
CLEC10A	0.00017145120776400187
TSLP	0.000171274303097165
ANXA1	0.0001711632923279116
ICAM2	0.0001711387023277409
NOS3	0.0001709243059193467
ACKR1	0.00017070959642932496
DHCR7	0.000170547371084168
PDPN	0.00017037225057325443
AHR	0.0001700938975945552
BCL2A1	0.00016992433041490419
MMP1	0.00016990672853128906
PDGFRA	0.0001698828228668893
FURIN	0.00016973672027297852
HMGB1	0.00016958163918634323
ID2	0.0001694528052744231
MARCO	0.00016924453741596417
C1QB	0.00016910877673257326
MMP13	0.000168705579777032
XCL1	0.00016751531020588645
NCF1	0.00016740984182568626
BLK	0.0001672697473178397
KLF2	0.0001670649687314735
CCL18	0.00016697184431328394
IL11	0.0001667575588335896
HLA-A	0.00016672627397581937
NCR2	0.00016647476241994717
HLA-DQB1	0.00016641251806007832
CD226	0.00016612895394917435
CARD11	0.0001656667773565641
MET	0.00016549125719913813
SHC1	0.000165332743862458
MFGE8	0.00016504674473401935
LRRK2	0.0001650145523309311
IFNA17	0.00016498542123967737
TNFRSF10A	0.00016492827402322252
HBEGF	0.00016486789513895278
ADORA1	0.00016465339568782748
IFNA21	0.00016429384660570918
FGL2	0.00016425451868282877
PIK3CA	0.000164232104267098
SERPINB2	0.00016414478368707608
ANGPT1	0.00016397637444708592
P2RY13	0.0001639409174823535
STAT2	0.00016351722450170554
LYVE1	0.0001635004694393641
ANPEP	0.00016339359629475694
HDAC1	0.00016331434223811216
NRP1	0.0001632070159113141
CD247	0.00016305728048714686
LIF	0.0001630368103585527
SERPINA1	0.00016289006632290022
XBP1	0.0001628787661131626
PSMB9	0.0001628745578601753
ITGB3	0.00016262786977598305
SERPINB5	0.00016171163810972496
IL18R1	0.00016161096379635972
LYZ	0.00016129502782878593
ISG15	0.00016128820163690785
ATM	0.0001610115981140628
TGFBR2	0.00016095986338298695
CTSB	0.00016092757928287565
PTGDR2	0.0001607471206204599
TGFBR1	0.0001603963453415148
CDH5	0.00016031355225026804
FGFR1	0.00015988873261592857
BLNK	0.00015935725034408986
ABL1	0.00015917113507665
LILRB1	0.0001587864015137404
CD300A	0.00015867640634208163
NR3C1	0.00015866590342626744
HLA-C	0.00015841251929107786
ADAM17	0.0001582377949778878
SIRT1	0.00015811493255850307
CTSC	0.00015806976043228487
FLT1	0.00015794704769518572
TNFRSF25	0.00015792938091203454
TNFRSF10B	0.00015779438339575002
NPY	0.0001577686031157151
AR	0.00015767724862944944
AXL	0.00015733313328695364
XCR1	0.00015724046286170047
KLRC1	0.0001572400926906593
FPR3	0.00015696663119697
LY9	0.0001569134682345821
SMAD2	0.00015636835316873912
TNFRSF11B	0.00015635410334376718
FCGR3B	0.00015609702491545558
IGLL5	0.0001559268208839321
PLAUR	0.0001558688754130185
HIST2H2BE	0.00015582321981047855
IGF1R	0.00015563673181462492
CD72	0.00015561800199453938
RGS1	0.0001555938518427228
SPON1	0.00015538850509577864
TNFRSF17	0.00015531423131805657
CALR	0.0001552720347188764
OPRM1	0.00015507205229933955
AGTR2	0.000155045047889657
CDH2	0.00015472080896768072
FUT4	0.00015431759332399782
CD8B	0.00015393424162514862
MAPK11	0.00015393137196752514
CORT	0.00015391447674225212
LY96	0.00015372200967545823
ACKR3	0.0001536817442711823
LILRB2	0.0001535624600467227
CNR2	0.00015348021922461413
PSEN1	0.00015335557985931991
VEGFC	0.00015334014857005065
ANGPT2	0.00015294043317891717
VDR	0.00015281530098076022
ADIPOQ	0.00015274288194609464
HIST2H3PS2	0.0001526193463944828
DNTT	0.00015260149277277168
CFH	0.0001523148842262059
TNS1	0.00015198076742023157
CHUK	0.0001519524738343442
NFATC2	0.00015192251133504204
EPO	0.00015187465734068875
TAGAP	0.00015181914936134464
MIF	0.00015173815380164636
HAND2	0.0001516095252085372
FGF7	0.00015117940713923225
CAMP	0.00015111912157644112
SAG	0.00015107866381535129
HLA-G	0.0001503690777740811
ACKR4	0.00015030878284602757
C1QC	0.00015023297701669748
LMNA	0.00014965865651903688
FCER2	0.0001495501209889604
ALOX5	0.000149452375195622
GPR17	0.00014932472338848434
STAB1	0.00014912419168321977
CD6	0.00014912085166311878
MGAM	0.00014903322056216363
EPCAM	0.00014894159533086122
TCF3	0.00014867107622546646
LGALS9	0.0001486708786452008
BST2	0.00014854905353309616
CD3G	0.00014818990667021806
MLLT4	0.00014806869127165502
ITGA2B	0.0001479388230372027
LY86	0.00014776337636033686
SIRPA	0.00014774212325219382
FCER1G	0.00014773781103672606
THPO	0.00014745938780957366
CD53	0.00014743751683774894
CTSG	0.00014719326655857594
NCF2	0.00014697159537060668
P2RX7	0.00014694187134497275
CD63	0.00014671868034537116
LEF1	0.00014670868051325098
IRAK3	0.0001464905394914469
CTGF	0.00014647404942184683
BCL2L10	0.00014627078469694945
ACE	0.00014609599086269715
CREBBP	0.00014606961437849957
CNR1	0.00014606315063711163
TNFSF14	0.0001460214163290089
HLA-DRA	0.00014580393875316148
IFNGR2	0.0001457274331467418
DNASE1	0.00014570411983886534
LCP1	0.0001454704404759079
TNFSF15	0.00014533773912320082
DICER1	0.0001453056006769326
CTSD	0.00014517138899999534
CD55	0.00014514169288030332
PDGFB	0.00014504147944990076
MSR1	0.00014484816095380345
CD46	0.00014473309877932483
SERPINE1	0.00014471579229066118
RUNX2	0.0001446282141083622
ITGB7	0.00014450395150032068
IL13RA1	0.00014434777776228155
RGS18	0.00014431098221270766
IL26	0.00014430381061621332
C5	0.00014429223502995868
MKI67	0.00014413811812595724
HCST	0.00014402460888277328
APCS	0.00014401043529056398
S1PR3	0.00014380039248501535
ITGAV	0.00014379873169236161
IGJ	0.0001437677121619302
RBPJ	0.0001435372679618697
WDFY2	0.00014351934922368398
CMKLR1	0.000143421299140851
DLL4	0.0001430234577531312
BMP4	0.0001427713373414589
CD59	0.00014274331134763712
IL5RA	0.00014267562846293497
SPG7	0.00014229774684004762
DDIT3	0.00014228363592078133
GZMK	0.00014221661533386494
CCL3L3	0.0001421521422712769
CTSL	0.00014208382032687922
IL9R	0.00014206980297289852
APOB	0.0001412559474303998
DCT	0.00014119552569936272
LAMP3	0.00014104716045610543
SERPINB7	0.00014097679253212517
NLRC4	0.00014065940890306482
IL19	0.00014027260719685482
ITPKC	0.00014012941790417523
CADM1	0.00014011325054450388
CASP4	0.0001400670859394111
BMP2	0.00014005315481408162
AFP	0.00013997842459109342
HLA-E	0.00013994535225910604
TYRO3	0.00013962238062911216
IFITM1	0.00013955985913074437
JAG1	0.00013911075416383863
MBL2	0.00013910705598013667
BCL10	0.00013909113709936098
CEBPB	0.00013871322902866582
C1R	0.0001386208258910351
DPP4	0.00013857536280701283
XIAP	0.0001385682378479954
CDKN1A	0.00013851823485571126
DRD2	0.0001383350466650748
LTB4R	0.0001382528287515232
HMOX1	0.0001382348484859832
BRCA1	0.00013815912626465152
P2RY12	0.0001380823902863366
PTK2	0.00013792110651656436
CD160	0.00013778674411720499
TYR	0.00013768650277534548
OCLN	0.00013733105594988085
NOTCH2	0.0001373302514648192
MUC1	0.00013720478833648467
MAPK9	0.00013720159530711398
SERPINB8	0.00013709862601632932
ACTA2	0.00013684746327201239
SERPINB1	0.00013669556497580574
SPIB	0.00013669099311245593
SST	0.0001363672309489175
IL15RA	0.00013628242832145894
UCHL1	0.00013611325514968108
PTGER3	0.00013610363493334496
TJP1	0.0001358896080120895
ZEB1	0.000135662838206397
IKBKE	0.00013541456883254193
SERPINB3	0.00013537340556671193
IL12RB2	0.00013536395610451934
EPHA2	0.0001353462179118212
PMEL	0.0001353406763496152
IFNAR2	0.00013528671818138863
CLEC1B	0.00013528656950754117
OASL	0.00013514619716023917
WDFY4	0.00013510124491122365
SASH3	0.0001350060150119931
CAV1	0.0001350019162727731
REN	0.00013492345541466757
TIRAP	0.0001349124565032437
CD300LF	0.0001348712706239394
ADAM10	0.0001348429899458256
GGT1	0.00013472795758928387
LAIR1	0.00013462806314378181
PRKCZ	0.0001346012414967207
RPS6KB1	0.00013445488140033574
S1PR5	0.0001342205912566632
HDAC2	0.0001341218300588257
CLEC4C	0.00013361733302327542
TNFSF13	0.0001335962235851068
COL1A1	0.00013338501142733157
IRS1	0.0001330638374250867
C1S	0.0001327383856094909
CTSK	0.0001324388934926983
GNB1	0.0001323852532868422
IL1RL1	0.0001322042818902201
CFB	0.00013219469820939327
ETS1	0.0001321692256732552
P2RY8	0.00013216156980211388
CARD9	0.0001321176786633688
NTRK2	0.00013208076670093272
PCSK5	0.00013207994861988496
KIR2DL3	0.0001320485061034968
FLT4	0.00013188885331750995
SOD2	0.00013175141437331351
MMP8	0.00013159341745176386
RAC1	0.0001313391465070896
NRAS	0.00013105317270361818
SOCS2	0.00013094246923788883
CFL1	0.00013087128626538703
TERT	0.00013082357081408352
TRIM21	0.00013072863909974455
IRF9	0.0001305486978027175
IKZF3	0.00013041579334042525
NTAN1	0.00013040374625500667
GGT2	0.00013029504466529262
TEK	0.00013028790875677475
GNLY	0.00013022594937243026
IL36A	0.0001301994171762113
GGTLC3	0.00013005071486264918
BCL3	0.00013002019625889093
IFIT1	0.00012992926640181772
NCF4	0.00012953402946225975
RIPK3	0.00012950931299755171
MAP2K2	0.0001293133812365178
MPEG1	0.00012922208140862964
EMR1	0.0001291470949910135
IL24	0.0001291145946104979
AOC3	0.00012910018647450212
HLA-B	0.00012895572533108915
GCG	0.00012877925995748323
RETN	0.00012842060398135527
SAMHD1	0.0001284028503826041
IL31	0.00012839545770971562
MYO1G	0.00012826976294836085
CD37	0.00012825899249143934
PLCG1	0.00012822172851648418
PTGER2	0.00012821961382215803
SLC2A1	0.00012820590402478875
HCAR2	0.00012806854936278108
GNAI2	0.00012804538930531815
CASR	0.0001278058523450825
LPAR1	0.00012764766130399723
CCND2	0.0001276276313963421
CXCL14	0.00012742674776654916
MMP14	0.00012733584321005426
HPGDS	0.00012706722981239217
PSMB8	0.0001270512572046232
CYTIP	0.00012701743868684536
CEBPA	0.0001269762394325978
RAF1	0.00012695444749892835
SOD1	0.0001268769997875573
FUT7	0.00012670218869615158
CHI3L1	0.00012642754175540397
CLEC9A	0.00012641509073846178
CCL23	0.0001263935217590803
BIRC2	0.00012635936300175966
LPAR5	0.0001260253930078126
EGR2	0.00012580875748240318
GYPC	0.00012575187519627728
IL27RA	0.00012561917001990123
RUNX3	0.00012559424233652788
HSPA8	0.00012548727669898664
CNTF	0.0001253668146505034
CDK2	0.00012535116283184176
HMOX2	0.00012530237320129987
PCSK7	0.00012523270563717762
EIF2AK3	0.0001251784461625257
OPRD1	0.00012516469423169975
MEFV	0.00012508261111949666
YES1	0.00012499920013212137
DDX53	0.00012499260039767137
APLNR	0.000124844418758816
SHH	0.00012477161419892604
INSR	0.00012470097906810634
IFNL1	0.00012467246704175568
SMAD4	0.00012457323211095662
NGFR	0.0001243995919434515
OPRK1	0.00012427928605584696
CLEC2B	0.00012418519933035375
NTRK1	0.00012402559781110072
DLL1	0.0001237169883734248
HP	0.00012360471016031348
CASP5	0.00012357729055278923
SOX2	0.0001234295572742498
HLA-DQA2	0.00012318026466769983
OPRL1	0.00012312610501263461
MX2	0.0001231181203238956
TNFRSF11A	0.00012290827719439287
PENK	0.00012279321670463346
PIGR	0.00012278927571470928
SLC11A1	0.00012271120033430254
VSIG4	0.00012267655266529276
MICA	0.00012246772596569605
IL22RA1	0.0001223991019466356
KRT5	0.00012239887223032076
CLEC4A	0.00012237821897821498
BSG	0.000122325865347363
SRGN	0.00012231622542611132
MUC5AC	0.00012217991767654718
GNGT1	0.00012198166022631832
GPSM3	0.00012189215358405622
ARRB1	0.00012188223882352677
SULT2B1	0.00012165117898899309
MNDA	0.00012144118282531299
ZBTB16	0.00012130549947530944
GNAI1	0.00012124718693926875
AMBP	0.00012120476963950451
EPOR	0.00012118839965875274
ID3	0.00012105754188193885
CLU	0.00012105420668411054
CALM1	0.0001208712165996382
PLCG2	0.00012064129159943337
ABCA1	0.0001205918897539611
GPSM1	0.00012046829694168573
CDK4	0.00012039966700857787
ADCY8	0.00011996960082015143
FADD	0.00011987384289168514
LILRB4	0.00011974342707963031
GAL	0.00011969444872665915
CLEC12A	0.00011963617456961627
PTK2B	0.00011958078386669538
LEPR	0.00011952853922431983
ACP5	0.00011952616066678152
GNB3	0.00011948386057905833
DUSP1	0.00011937806822473933
GBP2	0.00011925493246275891
PVALB	0.00011922245816578518
XCL2	0.00011918229316635508
NPR2	0.00011916497410969095
RSAD2	0.00011904563449482586
GFI1	0.0001189983248781028
MAP3K7	0.00011887752867997974
ETS2	0.00011870241434830547
GNA11	0.00011858586725242142
IL36RN	0.0001185207121369154
OXER1	0.00011841115832113305
MERTK	0.00011840189346956752
MDM2	0.00011837716269982656
GNAI3	0.0001183771186974248
ACVRL1	0.00011835265540113567
YWHAZ	0.00011829583613414511
PTGS1	0.00011816051638612241
ADRBK1	0.0001180653770296636
GRIN2B	0.00011804023898644275
BATF3	0.00011794156946430246
CFP	0.00011788305395137852
NKG7	0.00011787939987041593
CSK	0.00011773553906588218
AKT2	0.0001177144217080215
WNT3A	0.0001176884364350298
GNGT2	0.00011766677501725231
ADCY1	0.00011763813955303028
ABCB1	0.00011749081177843728
